구분(지역),관리센터명,센터유형,연락처,주소,주소(세)
경기,굿하우스지역아동센터,아동복지시설,031-487-0365,경기도 안산시 상록구 수암동 원당골5길,02월 16일
경기,서부지역아동센터,아동복지시설,031-409-1011,경기도 안산시 상록구 본오동 충장로3길,"33, 1층"
경기,한샘요양원,노인복지시설,031-484-1844,경기도 안산시 단원구 선부동 선삼로1길,03월 29일
경기,해밀장애인주간보호센터,장애인복지시설,031-437-3237,경기도 안산시 단원구 선부동 선부로,"183, 화성프라자 6층4호"
경기,오산시사회복지협의회,시군구협의회,031-374-4569,경기도 오산시 원동 운암로,"7, 4층"
경기,마두은혜노인요양시설,노인복지시설,031-905-4123,경기도 고양시 일산동구 마두동 강석로,"145, 4층"
경기,(사)함께하는 한숲,사회복지분야 법인/단체,031-466-1053,경기도 안양시 만안구 안양동 양화로25번길,58
경기,상록수요양원,노인복지시설,031-409-4545,경기도 안산시 상록구 사동 석호로,"196, 6층"
경기,환타지아 주야간보호센터,노인복지시설,031-663-2103,경기도 평택시 가재동 방여울로,91
경기,그린내요양누리,노인복지시설,031-773-7901,경기도 양평군 지평면 여양2로,1366
경기,노블실버홈,노인복지시설,031-274-5470,경기도 용인시 기흥구 구갈동 신구로,64
경기,마추미실버케어,노인복지시설,032-884-6600,경기도 안산시 단원구 대부북동,749-1
경기,호매실장애인보호작업장,장애인복지시설,031-893-2192,경기도 수원시 권선구 호매실동,1385 호매실장애인복지관 5층 보호작업장
대구,대구시각장애인연합회,장애인복지시설,053-253-2655,대구 중구 명덕로 165 (남산동),4층 
경기,매산지역아동센터,아동복지시설,031-224-2282,경기도 수원시 팔달구 효원로60번길 6-15 (매산로3가),1층
서울,주식회사 미래창조교육연구원,기업체,02-6959-4189,서울특별시 서초구 서초동 강남대로,341 삼원빌딩 8층
서울,한길지역아동센터,아동복지시설,02-3665-8733,서울특별시 강서구 염창동 공항대로65길,21 상가1층
부산,파랑새지역아동센터,아동복지시설,051-927-0115,부산광역시 해운대구 신반송로 21 (반송동),파랑새지역아동센터
부산,부산진구정신건강증진센터,기타,051-638-2662,부산광역시 부산진구 부암동 시민공원로,30 부산진구청 별관 내 건강증진센터 2층
울산,울산남구육아종합지원센터,기타,052-256-9508,울산광역시 남구 달동 돋질로,251
울산,가람주간보호센터,장애인복지시설,052-272-5265,울산광역시 남구 신정동 신남로,36 (1층)
대구,수성보호작업장,기타,053-744-7009,대구광역시 수성구 만촌동 동원로28길,31
대구,함지노인복지관,노인복지시설,053-326-3394,대구광역시 북구 구암동 동암로,180
충남,아산설화요양원,노인복지시설,041-534-3313,충청남도 아산시 송악면 외암로1166번길,Jun-31
서울,나눔지역아동센터,아동복지시설,02-843-9275,서울특별시 동작구 신대방동 신대방2나길,22
서울,노인요양시설 실버스토리,노인복지시설,02-337-8678,서울특별시 서대문구 홍은동 모래내로,330 미도빌딩
강원,삼척시노인복지관,노인복지시설,033-575-1991,강원도 삼척시 남양동 봉황로,85
강원,강릉자비아동복지센터,아동복지시설,033-642-3761,강원도 강릉시 포남동 경강로2267번길,19
대구,열린지역아동센터,아동복지시설,053-525-8288,대구광역시 달서구 감삼동 감삼남3길,21 1층
경남,창원노인통합지원센터,노인복지시설,055-281-0134,경상남도 창원시 성산구 중앙동 외동반림로126번길,56
경남,창녕성건강가정상담소,기타,055-521-1366,경상남도 창녕군 창녕읍 창녕대로,172
충북,사회복지법인 한빛어린이집,아동복지시설,043-822-6045,충청북도 음성군 금왕읍 백야로,Oct-40
전북,임실시니어클럽,노인복지시설,063-644-9661,전북 임실군 임실읍 봉황로 161,2층
서울,동대문구수어통역센터,장애인복지시설,02-962-5798,서울특별시 동대문구 청계천로 521 (용두동),5층 동대문구수어통역센터
충북,간호사랑공동요양생활가정2,노인복지시설,043-277-8291,충청북도 청주시 상당구 용암동 용암북로," 124-1, 3층"
인천,남동정신재활시설 그루터기,기타,032-472-6419,인천광역시 남동구 만수동 담방서로23번길,17
인천,해내기주간보호센터,장애인복지시설,070-7124-0298,인천광역시 연수구 동춘동,산 29-1
인천,열린일터,장애인복지시설,032-468-7788,인천광역시 남동구 만수동 담방서로23번길,17 별관2층 열린일터 
인천,성녀모니카의집요양원,노인복지시설,032-471-5880,인천광역시 남동구 만수동 만수서로37번길,81(만수동)
서울,평화장애인주간활동센터,장애인복지시설,02-949-0122,"서울특별시 노원구 노원로 331 (중계동, 시영3단지목련아파트)",평화종합사회복지관 3층
울산,성폭력피해자보호시설 징검다리,여성복지시설,052-244-1375,울산광역시 북구 호계동,284-8
대구,대구지역아동센터,아동복지시설,053-625-7477,대구광역시 남구 대명동 안지랑로21길,50
충남,도래샘,정신요양시설,041-858-1661,충청남도 공주시 중학동 큰우물길,3-1 (중학동)
충남,수린목요양원,노인복지시설,041-688-6227,충청남도 서산시 운산면 새터로,135
충남,의료법인이라의료재단 천안요양병원,보건의료,041-569-5533,충청남도 천안시 동남구 구성동 삼룡천3길,10
전남,전라남도광역정신건강복지센터,보건의료,061-350-1710,전라남도 나주시 산포면 세남로,"1328-31, 국립나주병원 2층"
서울,사단법인 굿네이버스 인터내셔날,사회복지분야 법인/단체,02-6717-4000,서울특별시 영등포구 버드나루로 13 (영등포동2가),굿네이버스 회관
서울,한빛데이케어센터,노인복지시설,02-2698-9977,서울특별시 양천구 신월동 신월로11길,16
대구,대광지역아동센터,기타,053-522-3379,대구광역시 서구 평리동 통학로17길,01월 18일
경남,1318행복지대지역아동센터,아동복지시설,055-545-1318,경상남도 창원시 진해구 풍호동 풍호로42번길,15 ds아이존빌아파트 상가2층
경남,지역아동센터자연공부방,아동복지시설,055-883-2984,경상남도 하동군 옥종면 두양길,123
충북,실버메디컬 복지센터 노인요양원,노인복지시설,043-298-8588,충청북도 청주시 서원구 구룡산로 375 (수곡동),실버메디컬복지센터 노인요양원 &재가
서울,한국여성의집,여성복지시설,02-333-7511,서울특별시 마포구 연남동 성미산로19길,63
대구,강북노인복지관,사회복지관,053-313-6644,대구광역시 북구 관음동 칠곡중앙대로91길,21
서울,Ah 늘함께 지역아동복지센터,아동복지시설,070-7113-5617,서울특별시 은평구 구산동 갈현로11길,30
서울,삼동지역 아동복지센타,아동복지시설,02-302-7534,서울특별시 마포구 상암동 가양대로,124
부산,지역아동센터 예닮,아동복지시설,051-529-9096,부산광역시 금정구 서동 서부로16번길,23-4 3층
부산,부산중독관리통합지원센터,기타,051-246-7574,부산광역시 서구 구덕로,179 융합의학연구동 2층
서울,사단법인 행복을만드는사람들,기타,02-571-0978,서울특별시 서초구 양재동 마방로10길,18-15 극동빌딩 지하
서울,사) 국제피플투피플한국본부,기타,02-761-5241,서울특별시 영등포구 여의도동 여의나루로,71 동화빌딩 1501호
경북,(의)동오의료재단 신경주병원,보건의료,054-624-2000,경상북도 경주시 건천읍 단석로,1593-9
서울,성터지역아동센터,아동복지시설,02-763-3677,서울특별시 종로구 창신동 창신7가길,07월 14일
대구,대불노인복지관,사회복지관,053-381-8310,대구 북구 검단로 8-14 (복현동),대불노인복지관
대전,대전광역자활센터,기타,042-257-1979,대전광역시 중구 보문로,"310, 503호 (선화동 대제빌딩)"
제주,익수노인복지센터,노인복지시설,064-739-8001,제주특별자치도 서귀포시 1100로 31-6 (중문동),31-6 1층 익수노인복지센터
서울,사회복지법인서울 SOS 지역아동복지센터,아동복지시설,02-2699-9056,서울특별시 양천구 신월동 가로공원로58길,32(신월동 149-6)
경남,수정어린이집,아동복지시설,055-742-5557,경상남도 진주시 수정동 촉석로217번길,20
대구,동행보호작업장,장애인복지시설,053-961-8426,대구 동구 동촌로 54 (검사동),3층
경기,꿈이크는일터,장애인복지시설,031-651-6514,경기도 평택시 신대동 평남로,90-19
경기,즐거운학교지역아동센터,아동복지시설,031-745-9808,경기도 성남시 중원구 도촌남로 37 (도촌동),306호
경기,어르신이행복한세상 요양원,노인복지시설,031-414-1119,경기도 안산시 상록구 이동 양지편로,36
부산,부산중구시니어클럽,노인복지시설,051-951-2800,"부산 중구 중앙공원로 107 (영주동, 로얄플러스 빌라)",1층 
부산,장애인참배움터,사회복지분야 법인/단체,051-515-0859,부산광역시 금정구 식물원로,"59, 3층(장전동, 비케이오피스텔)"
부산,단기보호시설들꽃,장애인복지시설,051-302-6013,부산광역시 사상구 덕포동 사상로,342번길 40-6(덕포동)
부산,의료법인 인주의료재단 늘사랑요양병원,보건의료,051-714-3533,부산광역시 사하구 구평동 사하로,21
경남,통영시장애인종합복지관,장애인복지시설,055-650-9900,경상남도 통영시 용남면 기호바깥길,7-89
울산,사회복지법인 홍익복지재단,사회복지분야 법인/단체,052-238-0837,울산광역시 울주군 온양읍 터실3길,34
울산,세민에스요양병원,보건의료,052-920-1004,울산광역시 중구 반구동,777-5
울산,사회복지법인다사랑복지재단 태안요양병원,보건의료,052-266-9177,울산광역시 남구 달동,615-13
울산,다사랑복지재단 은빛노인복지센터,노인복지시설,052-275-8972,울산광역시 남구 신정동 중앙로,117
서울,무지개 지역아동센터,아동복지시설,070-8278-2147,서울특별시 도봉구 쌍문2동,41-1번지 2층
대구,성서상록수노인복지센터,노인복지시설,053-716-6126,대구광역시 달서구 장기동 문화회관3길 25,성서상록수노인복지센터
충남,어울림,장애인복지시설,041-531-6233,충청남도 아산시 신창면,비공개시설
충남,샛별지역아동센터,아동복지시설,041-572-9262,충청남도 천안시 서북구 쌍용동 미라2길,"18-1, 202호"
충남,충청남도남부노인보호전문기관,노인복지시설,041-734-1389,충청남도 논산시 내동 시민로210번길,"9-8, 2층"
대구,에덴양로원,노인복지시설,053-423-5050,대구광역시 중구 동인동2가 경상감영길,298-48
강원,원주소망요양원,노인복지시설,033-731-7123,강원도 원주시 호저면 매호로,Dec-87
경남,의료법인 자은의료재단 덕산요양병원,보건의료,055-251-2221,경상남도 창원시 의창구 동읍 의창대로,882
경남,의료법인경농의료재단 양산병원,보건의료,055-379-0391,경상남도 양산시 주진동 모래들1길,91
충북,새영기초푸드뱅크,기타,043-218-2605,충청북도 청원군 오창읍 연구단지로,35
경기,사랑뜰지역아동센터,아동복지시설,031-957-2337,경기도 파주시 문발동 아침노을길,08월 07일
울산,하늘지역아동센터,아동복지시설,052-269-1216,울산광역시 울주군 청량면 송전2길,06월 16일
광주,월곡홀더공동생활가정,장애인복지시설,062-954-7782,광주광역시 광산구 신창동 장신로333번길,"13, 101호"
광주,도토리지역아동센터,아동복지시설,062-943-7179,광주광역시 광산구 선암동 어등대로648번길,146
광주,엠마우스주간보호센터,장애인복지시설,062-364-7236,광주광역시 남구 월산동 군분로77번안길,28
인천,늘푸른동산주간보호센터,장애인복지시설,032-472-4031,인천광역시 남동구 만수동 담방서로23번길,17
